Rank  | Name             | TS | W - L | Lifeforce
475   | CBTXNTR          | 11  | 2 - 1 | 4,727,016
476   | Echi_Di_CULtura  | 4  | 1 - 2 | 4,722,704
477   | SAVAGE           | 10  | 2 - 1 | 4,720,650
478   | Sidonia          | 8  | 2 - 1 | 4,719,768
479   | Bacurau          | 7  | 2 - 1 | 4,712,516
480   | FGOSimps         | 9  | 2 - 1 | 4,702,956
481   | Archana          | 12  | 2 - 1 | 4,700,785
482   | Ravana           | 3  | 2 - 1 | 4,696,760
483   | Library          | 4  | 2 - 1 | 4,691,843
484   | 연린               | 12  | 1 - 2 | 4,691,199
485   | Penumbra         | 5  | 2 - 1 | 4,683,679
486   | [Blank]          | 5  | 1 - 2 | 4,680,918
487   | PhantomRoad      | 1  | 2 - 1 | 4,675,609
488   | Insomnia         | 11  | 2 - 1 | 4,667,869
489   | Navi             | 6  | 2 - 1 | 4,657,242
490   | Oblivion         | 4  | 2 - 1 | 4,657,114
491   | 검은고양이            | 12  | 2 - 1 | 4,647,061
492   | Replicant        | 8  | 2 - 1 | 4,637,409
493   | Fearless         | 5  | 2 - 1 | 4,631,976
494   | Crypters         | 9  | 2 - 1 | 4,631,860
495   | ｕｗｕ♡ｔｏｗｎ         | 5  | 2 - 1 | 4,626,094
496   | Elysium          | 10  | 1 - 2 | 4,624,834
497   | Arialis          | 6  | 2 - 1 | 4,623,723
498   | Loliness         | 1  | 1 - 2 | 4,622,629
499   | Ass2cademy       | 10  | 2 - 1 | 4,621,625
500   | Chariot          | 13  | 2 - 1 | 4,617,054
501   | Wisteria         | 7  | 1 - 2 | 4,586,530
502   | Nekoship         | 13  | 2 - 1 | 4,562,342
503   | 휴식의정원            | 11  | 2 - 1 | 4,551,981
504   | Oblivion         | 10  | 2 - 1 | 4,545,541
505   | Cognatus         | 8  | 1 - 2 | 4,544,255
506   | TheBunker        | 9  | 2 - 1 | 4,542,800
507   | Oblivion         | 10  | 2 - 1 | 4,537,419
508   | Drzkade          | 1  | 1 - 2 | 4,532,439
509   | Ex-YorHa         | 7  | 2 - 1 | 4,529,791
510   | Manaos           | 9  | 2 - 1 | 4,529,736
511   | Grimms_Requiem   | 4  | 2 - 1 | 4,525,736
512   | Gateway          | 4  | 2 - 1 | 4,524,723
513   | Intoners         | 3  | 2 - 1 | 4,519,989
514   | Valkyrie         | 8  | 2 - 1 | 4,519,856
515   | ILLUMINAE        | 13  | 2 - 1 | 4,518,854
516   | Chaos            | 10  | 1 - 2 | 4,516,571
517   | Eternity         | 6  | 1 - 2 | 4,506,664
518   | TeaCats          | 13  | 1 - 2 | 4,503,193
519   | Chaldea          | 7  | 2 - 1 | 4,502,203
520   | Tenshura         | 5  | 2 - 1 | 4,491,010
521   | X-Buster         | 7  | 2 - 1 | 4,485,274
522   | 냥냥킥              | 12  | 1 - 2 | 4,484,459
523   | Anxiety          | 11  | 2 - 1 | 4,482,293
524   | エロすぎる            | 8  | 3 - 0 | 4,481,160
525   | Nazarick         | 6  | 2 - 1 | 4,476,565
526   | Apricity         | 10  | 2 - 1 | 4,467,367
527   | ValeofCrab       | 8  | 2 - 1 | 4,465,037
528   | TheRealChaldea   | 9  | 2 - 1 | 4,459,659
529   | Virtuous         | 1  | 1 - 2 | 4,452,905
530   | Exyclid          | 12  | 2 - 1 | 4,451,921
531   | Discord          | 4  | 2 - 1 | 4,450,427
532   | NW               | 8  | 1 - 2 | 4,446,758
533   | Fairy            | 1  | 2 - 1 | 4,426,364
534   | RIDENAYA         | 4  | 2 - 1 | 4,404,455
535   | Cronoire         | 1  | 2 - 1 | 4,398,767
536   | VanitaS          | 3  | 1 - 2 | 4,389,986
537   | Pequod           | 4  | 1 - 2 | 4,389,544
538   | LammyOnlyFans    | 9  | 2 - 1 | 4,382,504
539   | Daijoubu         | 5  | 1 - 2 | 4,380,972
540   | SINoLAVI         | 7  | 2 - 1 | 4,378,263
541   | WildCard         | 5  | 2 - 1 | 4,364,311
542   | Adagyum          | 7  | 2 - 1 | 4,361,852
543   | YoRHa            | 4  | 2 - 1 | 4,348,385
544   | StateFarm        | 10  | 1 - 2 | 4,347,855
545   | Nyanpasu         | 6  | 2 - 1 | 4,329,742
546   | Athenaeum        | 6  | 1 - 2 | 4,324,295
547   | Wyld             | 13  | 2 - 1 | 4,322,731
548   | 은하수의밤            | 11  | 2 - 1 | 4,322,296
549   | RE:CDE           | 8  | 1 - 2 | 4,320,541
550   | Monochrome       | 5  | 1 - 2 | 4,305,317
551   | Jelly            | 13  | 2 - 1 | 4,293,043
552   | TamagoClub       | 12  | 2 - 1 | 4,292,198
553   | 모히또              | 12  | 2 - 1 | 4,288,989
554   | Hoshi            | 13  | 2 - 1 | 4,288,717
555   | Persona          | 8  | 1 - 2 | 4,285,834
556   | NoMercy          | 4  | 1 - 2 | 4,270,152
557   | Sleepless        | 10  | 1 - 2 | 4,269,481
558   | Dingusi          | 3  | 2 - 1 | 4,267,301
559   | Crux             | 4  | 2 - 1 | 4,264,144
560   | Atellux          | 10  | 2 - 1 | 4,260,740
561   | RavenPoe         | 9  | 1 - 2 | 4,258,063
562   | /pantsu/         | 3  | 2 - 1 | 4,257,650
563   | eggheads         | 10  | 1 - 2 | 4,252,920
564   | FutaGirls        | 2  | 2 - 1 | 4,250,700
565   | Moonlight        | 3  | 2 - 1 | 4,247,960
566   | Marchen          | 6  | 2 - 1 | 4,244,104
567   | Kaguya           | 8  | 2 - 1 | 4,243,243
568   | Oath             | 5  | 2 - 1 | 4,237,440
569   | Genesis          | 3  | 2 - 1 | 4,237,096
570   | Papeefs          | 8  | 2 - 1 | 4,234,414
571   | KurUsagi         | 3  | 2 - 1 | 4,213,576
572   | ProjectD         | 5  | 2 - 1 | 4,208,541
573   | Paywall          | 5  | 1 - 2 | 4,203,734
574   | Nocturne         | 7  | 2 - 1 | 4,194,266
575   | AXIS             | 11  | 2 - 1 | 4,192,725
576   | ChilePog         | 6  | 2 - 1 | 4,190,459
577   | España           | 5  | 2 - 1 | 4,186,486
578   | Eleusis          | 7  | 1 - 2 | 4,178,212
579   | Moon             | 3  | 2 - 1 | 4,171,692
580   | Arcarum          | 6  | 2 - 1 | 4,165,329
581   | NTHRWRLD         | 3  | 2 - 1 | 4,146,263
582   | BulbGang         | 11  | 2 - 1 | 4,145,822
583   | Bloodlust        | 8  | 2 - 1 | 4,131,217
584   | CultOfLammy      | 12  | 2 - 1 | 4,129,890
585   | Kwassont         | 9  | 2 - 1 | 4,116,612
586   | 수상한암살            | 13  | 2 - 1 | 4,115,966
587   | Kingdom          | 9  | 2 - 1 | 4,114,432
588   | GrandAvalon      | 9  | 2 - 1 | 4,113,091
589   | 『StrangelyBad』   | 8  | 2 - 1 | 4,110,701
590   | Phase            | 6  | 1 - 2 | 4,107,663
591   | YoRHa            | 10  | 2 - 1 | 4,100,640
592   | Alter            | 8  | 2 - 1 | 4,080,437
593   | หิวข้าว          | 12  | 2 - 1 | 4,076,058
594   | 4Fun             | 11  | 2 - 1 | 4,068,206
595   | Procella         | 6  | 2 - 1 | 4,067,049
596   | Lolicon          | 5  | 2 - 1 | 4,066,113
597   | Plague           | 1  | 2 - 1 | 4,063,123
598   | Daydreamer       | 1  | 2 - 1 | 4,062,139
599   | D.InVivo         | 10  | 1 - 2 | 4,062,112
600   | Cococabra        | 6  | 2 - 1 | 4,062,080
601   | MicTLaN          | 7  | 2 - 1 | 4,060,438
602   | Longinus         | 12  | 2 - 1 | 4,059,958
603   | •ForeverHome•    | 12  | 1 - 2 | 4,058,352
604   | TheAvatars       | 5  | 2 - 1 | 4,057,028
605   | BOATcord         | 9  | 2 - 1 | 4,055,978
606   | Scriptor         | 4  | 2 - 1 | 4,050,489
607   | Seikatsu         | 6  | 1 - 2 | 4,046,957
608   | Anime4Life       | 4  | 2 - 1 | 4,044,224
609   | Arrogance        | 10  | 2 - 1 | 4,044,041
610   | AetherRoar       | 9  | 1 - 2 | 4,040,170
611   | Mahjong          | 1  | 2 - 1 | 4,028,714
612   | UncleZack's      | 12  | 2 - 1 | 4,023,360
613   | Daylight         | 5  | 1 - 2 | 4,017,351
614   | Dantalion        | 1  | 2 - 1 | 4,015,304
615   | FemBoys          | 2  | 2 - 1 | 4,008,820
616   | Royals           | 8  | 1 - 2 | 4,006,792
617   | CIIC             | 10  | 1 - 2 | 4,005,328
618   | Eunoia           | 10  | 1 - 2 | 4,004,955
619   | RedHand          | 6  | 2 - 1 | 4,003,560
620   | Log~Horizon      | 8  | 2 - 1 | 3,993,025
621   | Anasnas          | 5  | 2 - 1 | 3,990,454
622   | AnkhMorpork      | 8  | 2 - 1 | 3,975,392
623   | Ultimate☆Despair | 8  | 2 - 1 | 3,973,325
624   | 끓는무쇠솥            | 13  | 2 - 1 | 3,972,818
625   | Panda            | 5  | 1 - 2 | 3,968,523
626   | OFFtopic         | 6  | 1 - 2 | 3,967,003
627   | RedQueen         | 9  | 1 - 2 | 3,961,534
628   | Ivalice          | 7  | 2 - 1 | 3,958,395
629   | Cthulhu          | 11  | 1 - 2 | 3,956,619
630   | CrazyPooh        | 10  | 2 - 1 | 3,933,301
631   | Authors          | 7  | 2 - 1 | 3,926,770
632   | Einherjar        | 5  | 1 - 2 | 3,926,040
633   | Phantasmagoria   | 5  | 2 - 1 | 3,915,635
634   | Mementos         | 13  | 2 - 1 | 3,911,058
635   | kokoron          | 9  | 1 - 2 | 3,907,864
636   | Fanelia          | 12  | 2 - 1 | 3,897,957
637   | FGOChile         | 8  | 1 - 2 | 3,896,167
638   | Chaldea          | 10  | 2 - 1 | 3,895,750
639   | Fabled           | 5  | 2 - 1 | 3,894,229
640   | Affenbande       | 4  | 1 - 2 | 3,887,132
641   | Fidelis          | 5  | 2 - 1 | 3,873,139
642   | Foxhound         | 12  | 2 - 1 | 3,871,112
643   | Phantasmagoria   | 11  | 2 - 1 | 3,865,387
644   | Tenebris         | 4  | 2 - 1 | 3,841,791
645   | RedQueen         | 3  | 1 - 2 | 3,840,886
646   | LaPalourdeSalée  | 3  | 1 - 2 | 3,827,884
647   | Alter            | 9  | 1 - 2 | 3,825,700
648   | SINNERS          | 9  | 2 - 1 | 3,822,931
649   | BlackAtlas       | 5  | 2 - 1 | 3,819,092
650   | 쿠로가미             | 13  | 1 - 2 | 3,814,930
651   | Shadowbringers   | 9  | 2 - 1 | 3,813,584
652   | GrimHope         | 10  | 1 - 2 | 3,812,409
653   | NoNamed          | 12  | 1 - 2 | 3,805,931
654   | Bouken           | 6  | 2 - 1 | 3,784,028
655   | GrimmRevolution  | 9  | 1 - 2 | 3,781,168
656   | Ashurã           | 13  | 2 - 1 | 3,770,903
657   | OwO              | 12  | 1 - 2 | 3,768,218
658   | Waifus♡          | 4  | 2 - 1 | 3,766,020
659   | Grimoire         | 4  | 1 - 2 | 3,760,902
660   | Umbra            | 5  | 2 - 1 | 3,752,131
661   | TheNiers         | 5  | 2 - 1 | 3,745,033
662   | Sino             | 6  | 1 - 2 | 3,741,676
663   | TBC              | 6  | 1 - 2 | 3,740,801
664   | BlueRose         | 4  | 2 - 1 | 3,738,473
665   | Fate             | 3  | 2 - 1 | 3,738,184
666   | Kurobara         | 9  | 1 - 2 | 3,736,575
667   | MiGraine         | 13  | 1 - 2 | 3,727,063
668   | PunPun's         | 5  | 2 - 1 | 3,723,200
669   | Dai-Shocker      | 5  | 1 - 2 | 3,722,915
670   | S.E.E.S.         | 1  | 1 - 2 | 3,715,422
671   | Fallen           | 2  | 2 - 1 | 3,714,008
672   | Vestalis         | 5  | 2 - 1 | 3,705,956
673   | Märchen          | 4  | 1 - 2 | 3,703,284
674   | TheMancos        | 10  | 2 - 1 | 3,689,576
675   | Oppai            | 5  | 2 - 1 | 3,675,315
676   | Killhare         | 8  | 1 - 2 | 3,674,597
677   | Légion           | 5  | 2 - 1 | 3,674,081
678   | Yonah            | 7  | 2 - 1 | 3,666,132
679   | Re:[W]rite       | 10  | 2 - 1 | 3,666,024
680   | Baneados         | 7  | 2 - 1 | 3,664,379
681   | YoRHa            | 5  | 2 - 1 | 3,654,929
682   | Vigrior          | 13  | 2 - 1 | 3,649,302
683   | LunarTearSociety | 8  | 2 - 1 | 3,638,256
684   | Squard           | 7  | 2 - 1 | 3,638,029
685   | Nimbus           | 5  | 2 - 1 | 3,632,693
686   | %=^✓÷×=][*)      | 7  | 2 - 1 | 3,631,085
687   | KuroNeko         | 13  | 2 - 1 | 3,626,394
688   | Publisher        | 12  | 2 - 1 | 3,613,102
689   | Seafoam          | 4  | 2 - 1 | 3,612,463
690   | Heim             | 6  | 1 - 2 | 3,606,222
691   | Zeal             | 7  | 1 - 2 | 3,602,789
692   | Omniacs          | 7  | 2 - 1 | 3,602,125
693   | HYDRA            | 11  | 2 - 1 | 3,597,766
694   | DarkVoid         | 13  | 2 - 1 | 3,596,193
695   | Chonkers         | 7  | 1 - 2 | 3,594,784
696   | 『Nєχυѕ』          | 8  | 1 - 2 | 3,592,573
697   | OBDS             | 4  | 1 - 2 | 3,587,594
698   | Decaídos         | 7  | 1 - 2 | 3,582,176
699   | StarryNight      | 13  | 2 - 1 | 3,580,018
700   | Gestalt          | 5  | 1 - 2 | 3,578,388
701   | Aiseiri          | 8  | 1 - 2 | 3,576,890
702   | CrimsonButterfly | 6  | 2 - 1 | 3,575,376
703   | 「XIII」           | 1  | 2 - 1 | 3,570,319
704   | GachaElite       | 8  | 1 - 2 | 3,568,202
705   | CatsEmpire       | 12  | 2 - 1 | 3,567,253
706   | ChaldeaS         | 3  | 1 - 2 | 3,565,260
707   | Freedom          | 12  | 1 - 2 | 3,564,534
708   | Kaguya#1         | 9  | 1 - 2 | 3,560,601
709   | UwU              | 10  | 2 - 1 | 3,555,166
710   | JuraForest       | 13  | 1 - 2 | 3,555,102
711   | Nectar           | 10  | 2 - 1 | 3,551,275
712   | SinoSG           | 12  | 1 - 2 | 3,548,896
713   | Yubi             | 4  | 1 - 2 | 3,547,223
714   | Applepie         | 12  | 2 - 1 | 3,544,748
715   | Scindo           | 6  | 2 - 1 | 3,544,574
716   | aHRoYoRHa        | 9  | 1 - 2 | 3,537,757
717   | aster            | 13  | 1 - 2 | 3,534,250
718   | ADIX             | 13  | 1 - 2 | 3,526,302
719   | Thirteen         | 10  | 1 - 2 | 3,524,445
720   | Lunar            | 1  | 2 - 1 | 3,522,232
721   | Sky              | 4  | 2 - 1 | 3,521,331
722   | CrimsonRose      | 8  | 2 - 1 | 3,516,326
723   | ChumBuds         | 9  | 2 - 1 | 3,509,842
724   | AYAYA            | 12  | 2 - 1 | 3,507,010
725   | SV               | 13  | 1 - 2 | 3,505,709
726   | Lemonade         | 8  | 2 - 1 | 3,502,836
727   | Astraea          | 4  | 2 - 1 | 3,488,054
728   | Revenants        | 11  | 2 - 1 | 3,484,052
729   | Keyblade         | 6  | 2 - 1 | 3,482,398
730   | 바나나우유            | 13  | 1 - 2 | 3,481,932
731   | Jokers           | 12  | 1 - 2 | 3,478,559
732   | HEX              | 5  | 1 - 2 | 3,477,440
733   | NipponNext       | 10  | 1 - 2 | 3,476,674
734   | Midgard          | 5  | 2 - 1 | 3,473,531
735   | Dragoonn         | 4  | 2 - 1 | 3,472,194
736   | ☬Zeitgeist☬      | 9  | 1 - 2 | 3,472,055
737   | Brigandia        | 8  | 2 - 1 | 3,467,334
738   | Xel'Naga         | 8  | 1 - 2 | 3,456,607
739   | YoRHa            | 9  | 1 - 2 | 3,454,532
740   | Glory            | 1  | 1 - 2 | 3,453,542
741   | YoRHa            | 8  | 2 - 1 | 3,449,217
742   | Sin              | 4  | 1 - 2 | 3,447,668
743   | FGO              | 6  | 2 - 1 | 3,444,910
744   | Kyushi           | 1  | 1 - 2 | 3,443,068
745   | Sleepers         | 4  | 2 - 1 | 3,435,608
746   | Coup-D'état      | 3  | 1 - 2 | 3,433,585
747   | Yorozuya         | 1  | 2 - 1 | 3,433,250
748   | Neko             | 9  | 2 - 1 | 3,428,050
749   | Kukki            | 5  | 2 - 1 | 3,423,737
750   | .izakaya         | 8  | 1 - 2 | 3,416,186
751   | MoonFall         | 10  | 2 - 1 | 3,407,794
752   | Lunamary         | 3  | 1 - 2 | 3,396,779
753   | Kaminari         | 11  | 2 - 1 | 3,395,178
754   | AvgDClub         | 9  | 1 - 2 | 3,389,993
755   | SinoPake         | 8  | 1 - 2 | 3,376,623
756   | Liebrary         | 4  | 1 - 2 | 3,375,905
757   | Heaven           | 9  | 1 - 2 | 3,373,742
758   | 쌀롱               | 11  | 2 - 1 | 3,373,428
759   | REPL:EVER        | 13  | 1 - 2 | 3,371,379
760   | Limbo            | 5  | 1 - 2 | 3,366,652
761   | ChaosLg          | 7  | 2 - 1 | 3,347,276
762   | CRIMSON          | 9  | 2 - 1 | 3,345,891
763   | FreshSuh-Lammy   | 4  | 2 - 1 | 3,339,182
764   | Midnight         | 7  | 2 - 1 | 3,333,639
765   | Fallacy          | 13  | 1 - 2 | 3,333,612
766   | SoAmty           | 9  | 1 - 2 | 3,333,036
767   | FeshFesh         | 10  | 1 - 2 | 3,318,435
768   | Plebes5G         | 10  | 1 - 2 | 3,311,970
769   | Isocial          | 13  | 2 - 1 | 3,311,437
770   | Space            | 8  | 1 - 2 | 3,309,177
771   | Salt&RNG         | 1  | 1 - 2 | 3,306,773
772   | Bloodlust        | 1  | 2 - 1 | 3,298,802
773   | Intoners         | 8  | 1 - 2 | 3,294,266
774   | MasochistPhoenix | 4  | 2 - 1 | 3,290,788
775   | Abyss            | 9  | 1 - 2 | 3,290,774
776   | Avalon           | 10  | 1 - 2 | 3,288,352
777   | NoLuck           | 6  | 2 - 1 | 3,285,742
778   | KooNest          | 2  | 1 - 2 | 3,285,708
779   | #Junkies         | 5  | 1 - 2 | 3,281,856
780   | 아스트리아            | 12  | 1 - 2 | 3,280,966
781   | Illigia          | 5  | 2 - 1 | 3,272,957
782   | Kupo             | 6  | 1 - 2 | 3,260,627
783   | /alter/          | 5  | 1 - 2 | 3,250,846
784   | Golden•Dawn      | 8  | 1 - 2 | 3,247,523
785   | Lancaster        | 13  | 1 - 2 | 3,233,008
786   | LWSR             | 1  | 1 - 2 | 3,226,064
787   | CookieClub       | 8  | 2 - 1 | 3,221,953
788   | Artemis          | 9  | 2 - 1 | 3,219,846
789   | 은밀한침대밑           | 12  | 2 - 1 | 3,216,249
790   | VanaFreya        | 3  | 1 - 2 | 3,213,002
791   | Ayuyumis         | 9  | 2 - 1 | 3,212,119
792   | \Woska~Woska/    | 9  | 2 - 1 | 3,211,984
793   | Mangifera†Indica | 5  | 1 - 2 | 3,211,068
794   | CHALDEA          | 13  | 1 - 2 | 3,206,992
795   | Firebois         | 9  | 2 - 1 | 3,206,337
796   | Sankta           | 9  | 1 - 2 | 3,204,062
797   | Ragnarök         | 5  | 1 - 2 | 3,203,337
798   | SINoFACE         | 3  | 2 - 1 | 3,202,707
799   | MajinGod         | 9  | 2 - 1 | 3,201,648
800   | Astra            | 4  | 1 - 2 | 3,199,040
801   | Chaldea          | 5  | 1 - 2 | 3,192,111
802   | Glace            | 7  | 1 - 2 | 3,188,801
803   | Blargh!          | 4  | 1 - 2 | 3,187,776
804   | 시린이날             | 11  | 2 - 1 | 3,186,923
805   | TheFellowship    | 5  | 2 - 1 | 3,182,203
806   | OrberLords       | 3  | 1 - 2 | 3,176,460
807   | DayBreak         | 8  | 1 - 2 | 3,174,788
808   | GáeBulg          | 9  | 2 - 1 | 3,170,770
809   | Salière          | 5  | 1 - 2 | 3,162,841
810   | Crown​           | 13  | 2 - 1 | 3,157,578
811   | Ezerien          | 11  | 1 - 2 | 3,145,713
812   | Hylia            | 8  | 2 - 1 | 3,144,961
813   | Scythe           | 4  | 1 - 2 | 3,143,287
814   | Salt             | 8  | 1 - 2 | 3,133,450
815   | Padorumu         | 10  | 2 - 1 | 3,125,968
816   | Los_Urgi2!       | 8  | 1 - 2 | 3,124,425
817   | BadMojo          | 3  | 2 - 1 | 3,124,377
818   | Stacia‘s•Gnade   | 4  | 2 - 1 | 3,124,227
819   | KoNoKEKsuAL      | 12  | 2 - 1 | 3,123,219
820   | Infernos         | 10  | 1 - 2 | 3,104,257
821   | pepegang         | 1  | 1 - 2 | 3,098,963
822   | BlueRain         | 9  | 1 - 2 | 3,098,168
823   | TaroBoba         | 10  | 1 - 2 | 3,096,718
824   | Trident          | 12  | 2 - 1 | 3,095,963
825   | Folklore         | 5  | 2 - 1 | 3,089,011
826   | Zodiac           | 8  | 2 - 1 | 3,085,861
827   | UNITERA          | 9  | 1 - 2 | 3,084,484
828   | SUNSET.R         | 7  | 1 - 2 | 3,075,055
829   | Phoenix          | 6  | 1 - 2 | 3,069,161
830   | DarkGods@        | 10  | 2 - 1 | 3,057,712
831   | AVARITIA         | 11  | 1 - 2 | 3,056,939
832   | ~Lumina~         | 6  | 1 - 2 | 3,053,718
833   | Sanctify         | 7  | 1 - 2 | 3,052,153
834   | Sinners          | 13  | 2 - 1 | 3,050,610
835   | Hypnotic         | 12  | 2 - 1 | 3,048,709
836   | Valhöll          | 5  | 2 - 1 | 3,048,377
837   | EXcalibur        | 5  | 1 - 2 | 3,047,652
838   | Facade           | 7  | 1 - 2 | 3,043,102
839   | Mensis           | 2  | 2 - 1 | 3,042,947
840   | CoolKids         | 6  | 1 - 2 | 3,041,690
841   | 『MiSFiTS』        | 12  | 1 - 2 | 3,041,352
842   | Réplicas         | 5  | 1 - 2 | 3,034,521
843   | WaifLove         | 3  | 2 - 1 | 3,030,943
844   | Heartの月          | 9  | 2 - 1 | 3,024,422
845   | Teardrop         | 1  | 1 - 2 | 3,009,848
846   | Eternity         | 3  | 2 - 1 | 2,997,678
847   | YoRHa            | 4  | 1 - 2 | 2,997,380
848   | Rebirth          | 6  | 1 - 2 | 2,992,546
849   | Intoners         | 4  | 2 - 1 | 2,991,477
850   | |Solo|           | 1  | 1 - 2 | 2,991,206
851   | LoveLive         | 3  | 2 - 1 | 2,990,668
852   | KHAMJA           | 6  | 2 - 1 | 2,990,246
853   | SINoMAKE         | 11  | 1 - 2 | 2,981,868
854   | Café             | 8  | 1 - 2 | 2,978,329
855   | DeathBy7         | 3  | 1 - 2 | 2,976,925
856   | Wind             | 13  | 1 - 2 | 2,976,228
857   | ☬H̷E̷L̷D̷E̷N̷☬   | 10  | 1 - 2 | 2,971,743
858   | анитайп          | 3  | 1 - 2 | 2,968,765
859   | DaiDark          | 2  | 2 - 1 | 2,967,831
860   | YoRHa            | 7  | 1 - 2 | 2,963,074
861   | Re;Quest         | 8  | 1 - 2 | 2,961,584
862   | NieR             | 1  | 1 - 2 | 2,956,410
863   | Swordboy         | 10  | 1 - 2 | 2,951,185
864   | RedHood          | 4  | 1 - 2 | 2,942,688
865   | Pulveris         | 2  | 2 - 1 | 2,942,572
866   | ASTEÂ            | 6  | 1 - 2 | 2,935,200
867   | LoVirgos         | 7  | 1 - 2 | 2,934,202
868   | NotW             | 8  | 1 - 2 | 2,931,945
869   | Miracles         | 7  | 1 - 2 | 2,927,915
870   | Moonlit          | 11  | 1 - 2 | 2,911,209
871   | Crimson•Lynxes   | 6  | 1 - 2 | 2,908,956
872   | Igallta          | 6  | 2 - 1 | 2,892,432
873   | Bushido          | 9  | 1 - 2 | 2,886,051
874   | Madness          | 7  | 1 - 2 | 2,885,860
875   | FaE              | 1  | 1 - 2 | 2,883,710
876   | PPNation         | 11  | 2 - 1 | 2,868,950
877   | BlackFeathers    | 7  | 1 - 2 | 2,868,804
878   | Indo.Nesia       | 1  | 1 - 2 | 2,868,459
879   | Eden             | 9  | 1 - 2 | 2,865,530
880   | YoRHa~           | 5  | 1 - 2 | 2,864,613
881   | Kutubuku         | 12  | 2 - 1 | 2,860,329
882   | GLUTTONY         | 4  | 1 - 2 | 2,855,988
883   | Database         | 8  | 2 - 1 | 2,854,762
884   | Hollow           | 10  | 2 - 1 | 2,851,546
885   | Raven's          | 4  | 2 - 1 | 2,850,439
886   | Baganzia         | 5  | 2 - 1 | 2,850,231
887   | Mishy~☆          | 7  | 2 - 1 | 2,847,207
888   | 4Taro            | 4  | 1 - 2 | 2,846,565
889   | Hololive         | 9  | 1 - 2 | 2,846,416
890   | E-Girls          | 10  | 1 - 2 | 2,846,254
891   | GrimGrimoire[α]  | 13  | 1 - 2 | 2,842,684
892   | Arcadia          | 12  | 1 - 2 | 2,838,188
893   | CobrasEnPijama   | 7  | 1 - 2 | 2,817,021
894   | METANoIA         | 12  | 2 - 1 | 2,816,545
895   | Alfamart         | 13  | 2 - 1 | 2,815,635
896   | Elegiac          | 6  | 2 - 1 | 2,802,269
897   | Potatoes         | 10  | 1 - 2 | 2,795,312
898   | GudaGuda         | 7  | 1 - 2 | 2,786,240
899   | [SPC]            | 6  | 1 - 2 | 2,775,079
900   |                  | 11  | 1 - 2 | 2,770,971
901   | Camelot          | 12  | 2 - 1 | 2,767,123
902   | Gatorland        | 4  | 1 - 2 | 2,765,554
903   | /nopan/          | 8  | 1 - 2 | 2,761,032
904   | Epitaph•         | 5  | 2 - 1 | 2,757,049
905   | WitchesTheater   | 10  | 1 - 2 | 2,748,301
906   | Sınners          | 11  | 1 - 2 | 2,747,127
907   | BIBLIOTHEQUE     | 12  | 2 - 1 | 2,746,541
908   | ϟNeverland       | 1  | 1 - 2 | 2,745,818
909   | TeaParty         | 4  | 1 - 2 | 2,745,586
910   | Potatoes         | 4  | 1 - 2 | 2,737,799
911   | Stérimar         | 4  | 2 - 1 | 2,736,533
912   | Nomlings         | 3  | 1 - 2 | 2,734,939
913   | AllStars         | 4  | 1 - 2 | 2,729,711
914   | Beastars         | 3  | 1 - 2 | 2,728,918
915   | NASA             | 5  | 1 - 2 | 2,727,277
916   | Reveries         | 5  | 2 - 1 | 2,726,233
917   | RedRose          | 1  | 2 - 1 | 2,722,342
918   | Gestalt          | 9  | 1 - 2 | 2,711,256
919   | YoRHa            | 5  | 1 - 2 | 2,711,063
920   | Suikoden         | 5  | 1 - 2 | 2,710,651
921   | FairyLaw         | 5  | 1 - 2 | 2,706,808
922   | LGOW             | 7  | 1 - 2 | 2,695,399
923   | Juicy            | 4  | 1 - 2 | 2,680,271
924   | SkyL-YRH         | 8  | 1 - 2 | 2,677,074
925   | CerealKillerClub | 4  | 1 - 2 | 2,675,286
926   | Slayer's         | 5  | 1 - 2 | 2,642,143
927   | Toast            | 11  | 2 - 1 | 2,640,113
928   | Sino/Fgo         | 8  | 1 - 2 | 2,638,339
929   | Angel'sTear      | 7  | 0 - 3 | 2,630,481
930   | IndoSin          | 13  | 1 - 2 | 2,626,462
931   | MidnightSnacks   | 4  | 1 - 2 | 2,625,698
932   | WatameKoujou◉ᴥ◉  | 10  | 1 - 2 | 2,625,122
933   | Shinigami's      | 8  | 1 - 2 | 2,623,549
934   | Altea            | 10  | 1 - 2 | 2,620,581
935   | Mantap           | 12  | 1 - 2 | 2,603,053
936   | Morisión         | 9  | 1 - 2 | 2,601,799
937   | Zephyr           | 5  | 1 - 2 | 2,601,705
938   | MiniDictadura    | 9  | 1 - 2 | 2,597,037
939   | Pandas           | 7  | 1 - 2 | 2,595,109
940   | Dreamers         | 5  | 1 - 2 | 2,586,644
941   | ส้มป่อย          | 1  | 1 - 2 | 2,582,350
942   | soon™            | 1  | 2 - 1 | 2,580,973
943   | NoEsc            | 6  | 1 - 2 | 2,580,421
944   | Neptunia         | 3  | 2 - 1 | 2,569,997
945   | Automata         | 11  | 1 - 2 | 2,569,592
946   | Rubrum           | 8  | 2 - 1 | 2,569,266
947   | Vermouth         | 4  | 1 - 2 | 2,556,027
948   | 쟤보단내가낫지          | 12  | 1 - 2 | 2,555,590
949   | History          | 2  | 1 - 2 | 2,553,547
950   | ＵｗＵ_Ｌａｎｄギルド      | 9  | 1 - 2 | 2,551,664
