Rank  | Name             | TS | W - L | Lifeforce
949   | BlueMoon         | 3  | 2 - 3 | 4,509,433
950   | loss.jpg         | 5  | 2 - 3 | 4,504,283
951   | TornTale         | 7  | 3 - 2 | 4,490,711
952   | Scarlet          | 13  | 2 - 3 | 4,490,691
953   | Rheita           | 11  | 2 - 3 | 4,489,128
954   | Automata         | 11  | 2 - 3 | 4,487,840
955   | Shuuba~          | 1  | 2 - 3 | 4,482,558
956   | Keyblade         | 6  | 2 - 3 | 4,469,567
957   | UwU              | 10  | 2 - 3 | 4,465,565
958   | Autores          | 8  | 2 - 3 | 4,464,881
959   | SkyPlus          | 8  | 2 - 3 | 4,461,605
960   | Märchen          | 7  | 3 - 2 | 4,460,676
961   | tutelage         | 2  | 2 - 3 | 4,454,485
962   | BIBLIOTHEQUE     | 12  | 3 - 2 | 4,443,725
963   | IV-RP            | 3  | 2 - 3 | 4,443,004
964   | PPNation         | 11  | 3 - 2 | 4,432,216
965   | Solaris          | 9  | 2 - 3 | 4,426,266
966   | Kingdom          | 9  | 2 - 3 | 4,425,259
967   | Ragnarök         | 5  | 1 - 4 | 4,419,351
968   | Arunafel         | 13  | 2 - 3 | 4,416,263
969   | Marchen          | 6  | 2 - 3 | 4,403,759
970   | Fallen           | 2  | 2 - 3 | 4,393,771
971   | Orchid           | 13  | 2 - 3 | 4,365,534
972   | Ashurã           | 13  | 2 - 3 | 4,358,734
973   | Publisher        | 12  | 2 - 3 | 4,351,539
974   | Darkborn         | 3  | 2 - 3 | 4,351,472
975   | BlueRain         | 9  | 1 - 4 | 4,337,247
976   | Mirage           | 8  | 2 - 3 | 4,334,899
977   | Potatoes         | 4  | 2 - 3 | 4,330,141
978   | Crows            | 9  | 2 - 3 | 4,328,321
979   | Halucyon         | 12  | 2 - 3 | 4,328,314
980   | SunBro           | 3  | 3 - 2 | 4,310,184
981   | Pandas           | 7  | 2 - 3 | 4,302,706
982   | Lolicon          | 5  | 2 - 3 | 4,292,582
983   | RadiantBunnies   | 9  | 2 - 3 | 4,283,200
984   | Moonlit⭐         | 4  | 2 - 3 | 4,281,129
985   | FeshFesh         | 10  | 1 - 4 | 4,279,082
986   | Brigandia        | 8  | 2 - 3 | 4,270,556
987   | Crown​           | 13  | 2 - 3 | 4,263,218
988   | Chaldea          | 5  | 1 - 4 | 4,263,137
989   | ส้มป่อย          | 1  | 2 - 3 | 4,263,055
990   | NoppaiGG         | 1  | 2 - 3 | 4,254,553
991   | Unknown          | 5  | 2 - 3 | 4,254,222
992   | Dreamers         | 7  | 2 - 3 | 4,250,976
993   | TheMancos        | 10  | 2 - 3 | 4,245,126
994   | Stérimar         | 4  | 3 - 2 | 4,239,385
995   | Revenant         | 5  | 2 - 3 | 4,231,748
996   | Slayer's         | 5  | 2 - 3 | 4,220,316
997   | Tragedia         | 8  | 2 - 3 | 4,211,201
998   | *SnowRedTears*   | 9  | 2 - 3 | 4,211,069
999   | Nacre            | 5  | 2 - 3 | 4,205,625
1000  | Chaldea          | 10  | 2 - 3 | 4,193,548
1001  | Amimir           | 6  | 2 - 3 | 4,191,310
1002  | BlueRose         | 4  | 2 - 3 | 4,189,014
1003  | Gkilling         | 13  | 2 - 3 | 4,166,420
1004  | Renacer          | 6  | 2 - 3 | 4,161,587
1005  | %=^✓÷×=][*)      | 7  | 2 - 3 | 4,155,775
1006  | (^¶ω¶^✿)stic     | 8  | 2 - 3 | 4,154,709
1007  | GvZ              | 11  | 2 - 3 | 4,148,978
1008  | NieR             | 12  | 2 - 3 | 4,146,533
1009  | Passione         | 11  | 2 - 3 | 4,142,030
1010  | Rubrum           | 8  | 3 - 2 | 4,132,146
1011  | Zenith           | 10  | 3 - 2 | 4,115,890
1012  | Reverie          | 11  | 2 - 3 | 4,104,933
1013  | MassDestruction  | 12  | 2 - 3 | 4,095,966
1014  | Mewtaku          | 1  | 2 - 3 | 4,082,959
1015  | Bananas!         | 12  | 2 - 3 | 4,064,704
1016  | AdreNALine       | 6  | 2 - 3 | 4,059,924
1017  | YoRHa            | 3  | 2 - 3 | 4,059,816
1018  | ALICE            | 4  | 2 - 3 | 4,046,666
1019  | Nero=Vuoto       | 3  | 3 - 2 | 4,030,770
1020  | plitor           | 4  | 2 - 3 | 4,018,585
1021  | Saikyou~         | 12  | 2 - 3 | 4,017,503
1022  | BLACKPAGE        | 1  | 2 - 3 | 4,008,435
1023  | Bouken           | 6  | 2 - 3 | 4,004,569
1024  | CerealKillerClub | 4  | 1 - 4 | 3,997,259
1025  | Nameless         | 11  | 2 - 3 | 3,979,542
1026  | Babel            | 5  | 2 - 3 | 3,979,472
1027  | NobleGuard       | 11  | 2 - 3 | 3,977,525
1028  | CruzRoja         | 9  | 2 - 3 | 3,965,866
1029  | Elysian          | 12  | 2 - 3 | 3,963,296
1030  | Bloodlust        | 1  | 2 - 3 | 3,962,964
1031  | Dragoonn         | 4  | 2 - 3 | 3,957,629
1032  | YoRHa            | 8  | 2 - 3 | 3,946,311
1033  | Squard           | 7  | 2 - 3 | 3,930,516
1034  | Lux-Moon         | 10  | 2 - 3 | 3,916,952
1035  | ＵｗＵ_Ｌａｎｄギルド      | 9  | 1 - 4 | 3,910,720
1036  | MoonFall         | 10  | 2 - 3 | 3,908,552
1037  | Celestia         | 3  | 2 - 3 | 3,894,115
1038  | 루인바르             | 12  | 2 - 3 | 3,893,690
1039  | Kaminari         | 11  | 2 - 3 | 3,872,360
1040  | Dust             | 11  | 2 - 3 | 3,870,771
1041  | Neptunia         | 3  | 3 - 2 | 3,862,597
1042  | Trident          | 12  | 2 - 3 | 3,859,325
1043  | Lameroz          | 13  | 2 - 3 | 3,845,010
1044  | Sınners          | 11  | 1 - 4 | 3,831,278
1045  | Seafoam          | 4  | 2 - 3 | 3,827,209
1046  | PureOnes         | 3  | 3 - 2 | 3,826,034
1047  | Midgard          | 5  | 2 - 3 | 3,814,297
1048  | Nazarick         | 10  | 2 - 3 | 3,787,979
1049  | TROLLoALICE      | 6  | 2 - 3 | 3,786,263
1050  | WatameKoujou◉ᴥ◉  | 10  | 1 - 4 | 3,782,401
1051  | Yakuza           | 5  | 2 - 3 | 3,770,894
1052  | Teardrop         | 1  | 1 - 4 | 3,768,335
1053  | JuiceBox         | 8  | 2 - 3 | 3,754,022
1054  | CrimsonRose      | 8  | 2 - 3 | 3,749,569
1055  | WaifLove         | 3  | 2 - 3 | 3,744,910
1056  | Omniacs          | 7  | 2 - 3 | 3,738,880
1057  | Grimm            | 5  | 2 - 3 | 3,738,598
1058  | GáeBulg          | 9  | 2 - 3 | 3,734,753
1059  | UɴᴛɪʟDᴀᴡɴ        | 8  | 3 - 2 | 3,732,590
1060  | Hylia            | 8  | 2 - 3 | 3,724,171
1061  | Myrmidon         | 6  | 2 - 3 | 3,723,522
1062  | Dystopia         | 5  | 2 - 3 | 3,712,819
1063  | Redempt          | 6  | 2 - 3 | 3,709,810
1064  | Eternity         | 3  | 2 - 3 | 3,708,356
1065  | Bleach           | 1  | 2 - 3 | 3,706,319
1066  | Hysteria         | 4  | 2 - 3 | 3,699,875
1067  | UltraSomnia      | 9  | 2 - 3 | 3,698,039
1068  | DreamKoi         | 7  | 2 - 3 | 3,676,937
1069  | Tsumi_no_bara    | 10  | 2 - 3 | 3,652,954
1070  | FringePhatoms    | 8  | 2 - 3 | 3,652,435
1071  | GrimGrimoire[β]  | 13  | 3 - 2 | 3,635,014
1072  | Cynical          | 10  | 2 - 3 | 3,630,557
1073  | Nier             | 13  | 2 - 3 | 3,607,819
1074  | Lunaria          | 4  | 2 - 3 | 3,606,993
1075  | Artemis          | 9  | 2 - 3 | 3,604,384
1076  | Dito's           | 9  | 2 - 3 | 3,594,547
1077  | EMILIA           | 1  | 3 - 2 | 3,589,088
1078  | EclataxX         | 4  | 1 - 4 | 3,571,052
1079  | Nekomata         | 9  | 3 - 2 | 3,569,942
1080  | Reincarnation    | 7  | 2 - 3 | 3,567,635
1081  | TacoWea          | 7  | 2 - 3 | 3,554,743
1082  | 콜로세움하자           | 13  | 1 - 4 | 3,551,503
1083  | ItWasMe,DIO!     | 7  | 2 - 3 | 3,533,188
1084  | YumeNoKoe        | 5  | 1 - 4 | 3,528,310
1085  | ChaosLg          | 7  | 2 - 3 | 3,527,353
1086  | Umbra            | 9  | 2 - 3 | 3,526,352
1087  | ~Rankers~        | 6  | 2 - 3 | 3,525,302
1088  | Rice             | 4  | 2 - 3 | 3,521,942
1089  | YoRHa            | 8  | 2 - 3 | 3,521,238
1090  | TitsAhoy         | 7  | 3 - 2 | 3,516,559
1091  | SINoFACE         | 3  | 2 - 3 | 3,499,536
1092  | Database         | 8  | 2 - 3 | 3,488,167
1093  | Paranoia         | 11  | 2 - 3 | 3,443,413
1094  | 火の味              | 12  | 3 - 2 | 3,442,394
1095  | SINoFAMS         | 8  | 2 - 3 | 3,440,230
1096  | floyd            | 7  | 3 - 2 | 3,437,359
1097  | DayDream         | 4  | 2 - 3 | 3,434,743
1098  | Valhalla         | 5  | 2 - 3 | 3,423,761
1099  | 천하태평             | 12  | 3 - 2 | 3,416,100
1100  | 언더월드단            | 1  | 2 - 3 | 3,399,429
1101  | ルシナ              | 3  | 3 - 2 | 3,396,384
1102  | EmilClones       | 10  | 2 - 3 | 3,370,130
1103  | CoM              | 8  | 2 - 3 | 3,364,312
1104  | DaiDark          | 2  | 2 - 3 | 3,361,625
1105  | 쟤보단내가낫지          | 12  | 1 - 4 | 3,331,451
1106  | EmilShop         | 6  | 2 - 3 | 3,323,289
1107  | Омут             | 1  | 2 - 3 | 3,315,192
1108  | SaPE             | 5  | 2 - 3 | 3,308,806
1109  | LSG              | 10  | 2 - 3 | 3,307,542
1110  | SoulWar          | 5  | 2 - 3 | 3,304,292
1111  | Anon             | 12  | 2 - 3 | 3,296,753
1112  | SlAckers         | 3  | 3 - 2 | 3,293,237
1113  | Arcadia          | 11  | 1 - 4 | 3,267,295
1114  | Exodus           | 12  | 2 - 3 | 3,261,607
1115  | F2P_Mini         | 2  | 2 - 3 | 3,259,011
1116  | 연인               | 13  | 2 - 3 | 3,251,257
1117  | RaviGang         | 9  | 2 - 3 | 3,249,452
1118  | Alfamart         | 13  | 2 - 3 | 3,247,631
1119  | Stacia‘s•Gnade   | 4  | 2 - 3 | 3,204,661
1120  | Memoire          | 1  | 2 - 3 | 3,190,943
1121  | Étude            | 9  | 2 - 3 | 3,186,857
1122  | Kutubuku         | 12  | 2 - 3 | 3,183,247
1123  | Hypnotic         | 12  | 2 - 3 | 3,180,818
1124  | Valhöll          | 5  | 2 - 3 | 3,158,398
1125  | OwO              | 8  | 2 - 3 | 3,157,118
1126  | Wonderland       | 4  | 2 - 3 | 3,151,995
1127  | animeirl         | 6  | 3 - 2 | 3,136,351
1128  | Somnia           | 9  | 2 - 3 | 3,136,234
1129  | Va11-Hall-A      | 10  | 2 - 3 | 3,134,339
1130  | Heartの月          | 9  | 2 - 3 | 3,132,013
1131  | Reformed         | 11  | 2 - 3 | 3,127,826
1132  | Dark_Knights     | 4  | 2 - 3 | 3,117,444
1133  | Magius           | 8  | 2 - 3 | 3,115,175
1134  | ☆Waifus☆         | 13  | 2 - 3 | 3,106,285
1135  | Lollipop         | 8  | 2 - 3 | 3,100,444
1136  | [LIBRARY(｡•̀ᴗ-)] | 9  | 2 - 3 | 3,088,571
1137  | LunarTea         | 10  | 2 - 3 | 3,082,835
1138  | Nazarick         | 6  | 2 - 3 | 3,080,102
1139  | KHAMJA           | 6  | 2 - 3 | 3,074,396
1140  | IronMaids        | 9  | 2 - 3 | 3,058,582
1141  | L4L              | 7  | 2 - 3 | 3,054,087
1142  | 블랙말랑카우           | 11  | 2 - 3 | 3,052,214
1143  | Wayfarer         | 10  | 1 - 4 | 3,046,320
1144  | Solis            | 5  | 3 - 2 | 3,043,452
1145  | FauxAmis         | 4  | 2 - 3 | 3,020,229
1146  | Catharsis        | 5  | 3 - 2 | 3,017,678
1147  | [~Wicked~]       | 8  | 2 - 3 | 3,014,926
1148  | SaccharineSweets | 3  | 2 - 3 | 3,012,865
1149  | soon™            | 1  | 2 - 3 | 2,990,108
1150  | Lovely           | 7  | 2 - 3 | 2,985,475
1151  | METANoIA         | 12  | 2 - 3 | 2,975,965
1152  | Hollow           | 10  | 2 - 3 | 2,940,290
1153  | WitzEnd          | 7  | 1 - 4 | 2,931,602
1154  | Grimgar          | 3  | 2 - 3 | 2,925,953
1155  | Stellae          | 6  | 2 - 3 | 2,925,067
1156  | Eros             | 2  | 2 - 3 | 2,922,752
1157  | Outlanders       | 5  | 2 - 3 | 2,922,178
1158  | Jellicle         | 7  | 2 - 3 | 2,914,188
1159  | Nemocus          | 9  | 2 - 3 | 2,913,080
1160  | DarkStar         | 6  | 2 - 3 | 2,912,187
1161  | ^^)人(^^          | 12  | 2 - 3 | 2,911,596
1162  | NieSect          | 10  | 2 - 3 | 2,907,366
1163  | Somnus           | 8  | 2 - 3 | 2,902,259
1164  | Raven's          | 4  | 2 - 3 | 2,890,760
1165  | Epitaph•         | 5  | 2 - 3 | 2,889,193
1166  | Skario           | 5  | 2 - 3 | 2,884,091
1167  | 셀레스티얼            | 12  | 2 - 3 | 2,869,822
1168  | Penguin          | 2  | 2 - 3 | 2,867,087
1169  | SINoMEX          | 8  | 2 - 3 | 2,855,786
1170  | TheCrew          | 5  | 2 - 3 | 2,847,232
1171  | Kukulkan         | 7  | 1 - 4 | 2,839,413
1172  | Fenrir           | 6  | 2 - 3 | 2,829,694
1173  | SINOPOTO         | 2  | 2 - 3 | 2,815,002
1174  | TeaParty         | 5  | 2 - 3 | 2,805,435
1175  | Mochi            | 8  | 2 - 3 | 2,802,582
1176  | Re:Fluff✿        | 6  | 2 - 3 | 2,797,350
1177  | Reveries         | 5  | 2 - 3 | 2,790,652
1178  | Yormn's          | 8  | 2 - 3 | 2,769,321
1179  | NieR             | 3  | 2 - 3 | 2,766,559
1180  | Prinny_Brigade   | 13  | 2 - 3 | 2,758,135
1181  | RedRose          | 1  | 2 - 3 | 2,741,168
1182  | Toast            | 11  | 2 - 3 | 2,735,193
1183  | Lesouper         | 4  | 2 - 3 | 2,733,639
1184  | E7ernalShadow    | 6  | 2 - 3 | 2,731,039
1185  | Grimoire         | 6  | 2 - 3 | 2,729,147
1186  | Colours          | 13  | 2 - 3 | 2,716,534
1187  | Platinum         | 8  | 2 - 3 | 2,703,638
1188  | Insanity         | 13  | 2 - 3 | 2,695,211
1189  | MopTales         | 5  | 2 - 3 | 2,684,025
1190  | NullSection      | 9  | 2 - 3 | 2,667,312
1191  | DuoQBugs         | 10  | 1 - 4 | 2,666,913
1192  | indémnis         | 12  | 1 - 4 | 2,663,973
1193  | ΣΟΑ              | 4  | 2 - 3 | 2,651,771
1194  | Insomnia         | 10  | 1 - 4 | 2,645,401
1195  | gaydoris         | 3  | 2 - 3 | 2,637,630
1196  | EvilDoer         | 11  | 2 - 3 | 2,633,193
1197  | DragonStar       | 13  | 1 - 4 | 2,620,349
1198  | NEWLIBRA         | 9  | 2 - 3 | 2,620,038
1199  | DragVanish       | 5  | 2 - 3 | 2,606,749
1200  | Casuals          | 6  | 2 - 3 | 2,604,260
1201  | Aesir            | 6  | 2 - 3 | 2,596,623
1202  | 얼음꽃              | 11  | 2 - 3 | 2,589,059
1203  | Asphyxia         | 13  | 1 - 4 | 2,583,799
1204  | BluBirds         | 9  | 2 - 3 | 2,574,524
1205  | LapinSot         | 3  | 3 - 2 | 2,559,084
1206  | Eiscremerausch   | 3  | 2 - 3 | 2,543,215
1207  | Arcanum          | 13  | 1 - 4 | 2,541,466
1208  | SharkNTS         | 5  | 2 - 3 | 2,533,865
1209  | Desparia         | 9  | 2 - 3 | 2,529,155
1210  | SlowLife         | 12  | 2 - 3 | 2,528,795
1211  | Try              | 12  | 1 - 4 | 2,524,066
1212  | Watchers         | 5  | 2 - 3 | 2,520,247
1213  | Divas            | 5  | 2 - 3 | 2,498,749
1214  | NoTales          | 12  | 2 - 3 | 2,485,028
1215  | KoS              | 8  | 1 - 4 | 2,484,933
1216  | AiWS             | 4  | 2 - 3 | 2,475,698
1217  | CelestialDemons  | 1  | 2 - 3 | 2,461,311
1218  | SkyIndo          | 13  | 2 - 3 | 2,457,707
1219  | Tiamat           | 2  | 2 - 3 | 2,452,568
1220  | YoRHa            | 3  | 2 - 3 | 2,452,154
1221  | Fliedam          | 4  | 2 - 3 | 2,445,384
1222  | Eidrheim         | 6  | 2 - 3 | 2,439,443
1223  | OrgXIII          | 3  | 2 - 3 | 2,430,032
1224  | Royal            | 7  | 2 - 3 | 2,423,118
1225  | MarbleBlue       | 7  | 2 - 3 | 2,420,396
1226  | TYBG             | 7  | 2 - 3 | 2,411,403
1227  | 7SinCult         | 8  | 1 - 4 | 2,407,048
1228  | 탐욕의장             | 12  | 2 - 3 | 2,370,821
1229  | 폭발은예술이다          | 12  | 2 - 3 | 2,369,305
1230  | DungeonNap       | 10  | 2 - 3 | 2,356,138
1231  | Automata         | 8  | 2 - 3 | 2,348,705
1232  | SINoPuppets.Arc  | 12  | 2 - 3 | 2,333,142
1233  | Trishula         | 8  | 2 - 3 | 2,322,258
1234  | 커피앤도넛            | 11  | 2 - 3 | 2,319,686
1235  | Star-Alliance    | 5  | 2 - 3 | 2,315,693
1236  | Slackers         | 2  | 2 - 3 | 2,306,908
1237  | Yomi             | 1  | 1 - 4 | 2,305,901
1238  | Cosmos           | 9  | 1 - 4 | 2,294,437
1239  | Shining          | 3  | 3 - 2 | 2,292,577
1240  | Pandora          | 4  | 2 - 3 | 2,291,556
1241  | Pandora          | 9  | 2 - 3 | 2,285,689
1242  | Narrators        | 1  | 2 - 3 | 2,284,022
1243  | Oniriums         | 6  | 2 - 3 | 2,282,305
1244  | Сплюшки          | 3  | 2 - 3 | 2,271,995
1245  | Arbiters         | 3  | 2 - 3 | 2,261,952
1246  | Neptune’sDevout  | 8  | 2 - 3 | 2,257,046
1247  | D.M.C            | 13  | 2 - 3 | 2,251,606
1248  | Endless          | 10  | 1 - 4 | 2,245,179
1249  | BlueDrag         | 4  | 2 - 3 | 2,234,828
1250  | SINergia         | 13  | 1 - 4 | 2,225,726
1251  | Azurite          | 9  | 2 - 3 | 2,225,038
1252  | Arknight         | 1  | 1 - 4 | 2,224,549
1253  | LlewxaM          | 7  | 2 - 3 | 2,217,821
1254  | DemonSoul's      | 8  | 2 - 3 | 2,210,097
1255  | Fallens          | 5  | 2 - 3 | 2,203,585
1256  | Avalon           | 6  | 2 - 3 | 2,185,723
1257  | Flemme           | 5  | 2 - 3 | 2,174,267
1258  | Rebirth          | 10  | 2 - 3 | 2,171,856
1259  | LOFM             | 6  | 2 - 3 | 2,159,214
1260  | DaLads           | 4  | 2 - 3 | 2,146,384
1261  | SINrne           | 5  | 2 - 3 | 2,141,079
1262  | Eorzea           | 7  | 2 - 3 | 2,140,615
1263  | Yurei            | 10  | 2 - 3 | 2,138,085
1264  | Orders           | 3  | 2 - 3 | 2,134,316
1265  | CrimsonFlames    | 1  | 1 - 4 | 2,132,699
1266  | DosaElis         | 12  | 2 - 3 | 2,131,769
1267  | Seraphic_Chaos   | 4  | 1 - 4 | 2,125,846
1268  | Ahjin            | 10  | 2 - 3 | 2,118,353
1269  | Seiyuu           | 12  | 1 - 4 | 2,092,147
1270  | Slackers         | 4  | 1 - 4 | 2,091,650
1271  | Betelgeuse       | 5  | 2 - 3 | 2,081,444
1272  | Replicants       | 8  | 1 - 4 | 2,076,724
1273  | Valhalla         | 11  | 1 - 4 | 2,066,580
1274  | Punny            | 9  | 1 - 4 | 2,046,287
1275  | MementoMori      | 6  | 2 - 3 | 2,039,316
1276  | EcchiLand        | 13  | 2 - 3 | 2,020,212
1277  | Luminalis        | 11  | 1 - 4 | 1,989,504
1278  | All-Icers        | 5  | 2 - 3 | 1,981,600
1279  | Hyrule           | 7  | 2 - 3 | 1,979,323
1280  | Ragnarok         | 8  | 1 - 4 | 1,978,222
1281  | Oops             | 5  | 2 - 3 | 1,976,262
1282  | TectonesGuild    | 10  | 2 - 3 | 1,976,127
1283  | Ardent           | 4  | 2 - 3 | 1,965,182
1284  | RosaChinensis    | 7  | 1 - 4 | 1,947,569
1285  | Tsunderes        | 10  | 1 - 4 | 1,947,158
1286  | Talisman         | 3  | 2 - 3 | 1,932,284
1287  | Closet           | 9  | 1 - 4 | 1,924,353
1288  | Insanity         | 3  | 2 - 3 | 1,911,619
1289  | -YoRHa-          | 9  | 1 - 4 | 1,909,803
1290  | Gaymers          | 4  | 2 - 3 | 1,882,136
1291  | Tato             | 7  | 1 - 4 | 1,865,788
1292  | Adam             | 5  | 2 - 3 | 1,829,292
1293  | Arendelle        | 6  | 1 - 4 | 1,809,406
1294  | Arcadia          | 3  | 2 - 3 | 1,805,688
1295  | 컴파스              | 12  | 1 - 4 | 1,787,837
1296  | Leagu3ofNON3     | 4  | 2 - 3 | 1,787,062
1297  | Nacht            | 12  | 1 - 4 | 1,777,636
1298  | Puppets          | 3  | 1 - 4 | 1,765,896
1299  | SINful           | 13  | 1 - 4 | 1,751,951
1300  | KupoClub         | 11  | 2 - 3 | 1,739,922
1301  | MrWolf.Co        | 6  | 2 - 3 | 1,723,392
1302  | Chesire          | 8  | 1 - 4 | 1,645,548
1303  | NieR             | 5  | 2 - 3 | 1,644,365
1304  | YoRHa:1.2247448  | 4  | 1 - 4 | 1,640,366
1305  | Amaïaa           | 3  | 2 - 3 | 1,638,586
1306  | Choco            | 8  | 1 - 4 | 1,613,210
1307  | Nihilium         | 4  | 1 - 4 | 1,609,559
1308  | AROOOGA          | 4  | 1 - 4 | 1,596,549
1309  | Bunbuns          | 8  | 1 - 4 | 1,586,021
1310  | Ye               | 5  | 2 - 3 | 1,584,956
1311  | DailyDrivers     | 6  | 2 - 3 | 1,566,692
1312  | Druffis          | 5  | 1 - 4 | 1,560,965
1313  | Hellothr         | 6  | 1 - 4 | 1,558,726
1314  | Hades            | 5  | 1 - 4 | 1,543,692
1315  | Zetsubou         | 5  | 2 - 3 | 1,515,493
1316  | Illusive         | 1  | 1 - 4 | 1,509,309
1317  | CAHP             | 11  | 1 - 4 | 1,502,509
1318  | HOTLOADS         | 1  | 1 - 4 | 1,493,254
1319  | Mylar            | 5  | 1 - 4 | 1,459,444
1320  | 잔혹동화             | 9  | 1 - 4 | 1,453,527
1321  | Nod              | 10  | 1 - 4 | 1,405,485
1322  | PrincesDestroyer | 7  | 1 - 4 | 1,396,840
1323  | NewDawn          | 3  | 2 - 3 | 1,385,037
1324  | Altria           | 3  | 2 - 3 | 1,358,741
1325  | Ebila            | 9  | 1 - 4 | 1,353,089
1326  | Tokugawa's       | 6  | 1 - 4 | 1,345,263
1327  | ¿ApplE?          | 13  | 1 - 4 | 1,336,409
1328  | ClstGato         | 6  | 1 - 4 | 1,325,168
1329  | Euthalia         | 8  | 1 - 4 | 1,322,935
1330  | Dankness         | 5  | 1 - 4 | 1,321,517
1331  | PlayCat          | 13  | 1 - 4 | 1,319,390
1332  | Cheshire         | 7  | 1 - 4 | 1,315,896
1333  | WaifuCollectors  | 3  | 2 - 3 | 1,312,295
1334  | Kugane           | 12  | 1 - 4 | 1,283,274
1335  | Saintles         | 6  | 1 - 4 | 1,280,656
1336  | Vanguard         | 9  | 1 - 4 | 1,280,275
1337  | Spark            | 5  | 1 - 4 | 1,276,964
1338  | ☆707☆            | 2  | 1 - 4 | 1,276,811
1339  | Bakarina         | 3  | 1 - 4 | 1,240,962
1340  | Liddell          | 12  | 1 - 4 | 1,212,264
1341  | Penumbra         | 1  | 1 - 4 | 1,208,905
1342  | Grimm            | 10  | 1 - 4 | 1,200,344
1343  | SoS              | 5  | 1 - 4 | 1,200,078
1344  | 밥심               | 11  | 1 - 4 | 1,192,073
1345  | Vanzyrk          | 9  | 0 - 5 | 1,188,015
1346  | Arata            | 7  | 1 - 4 | 1,146,405
1347  | Pusheen          | 8  | 1 - 4 | 1,084,173
1348  | bigbeefy         | 3  | 1 - 4 | 1,082,426
1349  | Thanatos         | 9  | 1 - 4 | 1,081,616
1350  | Wndrlnd          | 5  | 1 - 4 | 1,064,689
1351  | Pandemonium      | 4  | 1 - 4 | 1,048,070
1352  | Agartha          | 12  | 1 - 4 | 1,045,244
1353  | Symphogear!!     | 5  | 1 - 4 | 1,012,736
1354  | JuraTempest      | 9  | 2 - 3 | 1,005,724
1355  | 잔혹동화출판사          | 11  | 1 - 4 | 977,242
1356  | ImaSleep         | 9  | 1 - 4 | 943,726
1357  | SHADOW           | 5  | 1 - 4 | 939,017
1358  | Quills           | 4  | 1 - 4 | 937,281
1359  | SINoKCB          | 7  | 1 - 4 | 922,399
1360  | TheArk           | 10  | 1 - 4 | 914,682
1361  | Adastra          | 1  | 1 - 4 | 896,443
1362  | Arc°Nights       | 10  | 1 - 4 | 870,530
1363  | Moostrax         | 4  | 0 - 5 | 841,404
1364  | Talia            | 3  | 1 - 4 | 840,100
1365  | ۝Author۝         | 7  | 1 - 4 | 798,342
1366  | OverFlag         | 7  | 1 - 4 | 761,498
1367  | K-on             | 5  | 1 - 4 | 752,298
1368  | TeamSimpMid      | 6  | 1 - 4 | 739,872
1369  | Casuals          | 12  | 0 - 5 | 664,949
1370  | Rabbit           | 3  | 1 - 4 | 605,533
1371  | Redlily          | 5  | 1 - 4 | 554,576
1372  | TBD              | 11  | 1 - 4 | 549,930
1373  | 조용조용             | 13  | 1 - 4 | 522,058
1374  | Gestalts         | 8  | 0 - 5 | 466,590
1375  | 길드명추천받습니다        | 13  | 0 - 5 | 360,440
1376  | Seirei           | 3  | 0 - 5 | 315,861
1377  | Infernum         | 8  | 0 - 5 | 303,026
1378  | Adamas           | 2  | 0 - 5 | 298,945
1379  | Ingary           | 3  | 1 - 4 | 141,679
1380  | LoneWolf         | 1  | 0 - 5 | 134,724
1381  | YoRHa            | 9  | 0 - 5 | 128,565
1382  | 천상지유             | 12  | 0 - 5 | 110,688
1383  | AFKguild         | 4  | 0 - 5 | 99,554
1384  | SaltGang         | 7  | 0 - 5 | 88,074
1385  | FuryCats         | 2  | 0 - 5 | 76,651
1386  | DragNir          | 5  | 0 - 5 | 71,504
1387  | YNotGuild        | 8  | 0 - 5 | 60,594
1388  | 육식동물원            | 6  | 0 - 5 | 60,395
1389  | Fables           | 3  | 0 - 5 | 48,871
1390  | Nohr             | 10  | 0 - 5 | 31,160
1391  | Nuwbieez         | 1  | 0 - 5 | 29,691
1392  | Atrium           | 5  | 0 - 5 | 20,488
1393  | 백일몽              | 9  | 0 - 5 | 20,461
1394  | Kuuhaku          | 9  | 0 - 5 | 12,855
1395  | Ventura          | 5  | 0 - 5 | 6,314
1396  | Perseverance     | 13  | 0 - 5 | 5,211
1397  | Lounge           | 13  | 0 - 5 | 5,026
1398  | Creamed          | 13  | 0 - 5 | 2,164
1399  | 데덴네              | 11  | 0 - 5 | 0
