Rank | Name             | W - L | Lifeforce
69   | BlackAtlas       | 3 - 3 | 7,902,237
70   | SunTears         | 2 - 4 | 7,897,080
71   | SINoYOKO         | 3 - 3 | 7,863,062
72   | #Junkies         | 3 - 3 | 7,859,037
73   | Dreamers         | 4 - 2 | 7,781,003
74   | YoRHa            | 3 - 3 | 7,729,378
75   | AxisCult         | 3 - 3 | 7,717,612
76   | Oath             | 3 - 3 | 7,648,691
77   | EXcalibur        | 4 - 2 | 7,610,003
78   | Dai-Shocker      | 2 - 4 | 7,595,669
79   | YoRHa~           | 3 - 3 | 7,321,642
80   | TheAvatars       | 3 - 3 | 6,905,289
81   | Dystopia         | 3 - 3 | 6,753,231
82   | Réplicas         | 3 - 3 | 6,751,545
83   | Illigia          | 3 - 3 | 6,632,781
84   | PunPun's         | 3 - 3 | 6,584,413
85   | Yakuza           | 4 - 2 | 6,560,690
86   | Mangifera†Indica | 3 - 3 | 6,557,635
87   | Trapnest         | 2 - 4 | 6,546,982
88   | Baganzia         | 4 - 2 | 6,441,217
89   | Gestalt          | 3 - 3 | 6,352,577
90   | Fearless         | 3 - 3 | 6,200,465
91   | Valkyries        | 3 - 3 | 6,159,350
92   | Nimbus           | 2 - 4 | 6,096,479
93   | NASA             | 3 - 3 | 6,079,383
94   | P.o.c.           | 3 - 3 | 5,903,426
95   | Worries          | 3 - 3 | 5,887,019
96   | Shinigami's      | 3 - 3 | 5,725,738
97   | Revenant         | 3 - 3 | 5,662,016
98   | TheFellowship    | 3 - 3 | 5,657,587
99   | Elite|Monkey     | 3 - 3 | 5,585,903
100  | Vestalis         | 3 - 3 | 5,567,688
101  | Chaldea          | 3 - 3 | 5,493,823
102  | LunaNova         | 3 - 3 | 5,421,334
103  | Zephyr           | 3 - 3 | 5,360,204
104  | Violet           | 2 - 4 | 5,310,836
105  | Pandora          | 3 - 3 | 5,160,892
106  | Bichitos         | 2 - 4 | 5,126,064
107  | Essentia         | 2 - 4 | 4,981,822
108  | Akasha           | 3 - 3 | 4,981,277
109  | Gen'eiRyodan     | 2 - 4 | 4,870,466
110  | Babel            | 3 - 3 | 4,813,859
111  | Folklore         | 3 - 3 | 4,811,303
112  | Iliad            | 2 - 4 | 4,777,168
113  | HeavyDay         | 3 - 3 | 4,752,578
114  | FireRose         | 3 - 3 | 4,739,828
115  | FairyLaw         | 3 - 3 | 4,680,367
116  | 042153           | 3 - 3 | 4,676,915
117  | RIGHT.BESIDE.YOU | 2 - 4 | 4,605,303
118  | YoRHa            | 2 - 4 | 4,550,388
119  | Märchen          | 2 - 4 | 4,428,775
120  | ▪Distophia▪      | 2 - 4 | 4,399,015
121  | Ill              | 3 - 3 | 4,392,263
122  | Lenar            | 3 - 3 | 4,232,635
123  | Charlott         | 3 - 3 | 4,177,558
124  | Suikoden         | 2 - 4 | 4,111,436
125  | Casuals          | 2 - 4 | 4,028,570
126  | YokoTaro         | 3 - 3 | 3,841,103
127  | Grimm            | 2 - 4 | 3,729,982
128  | CocytusΩ         | 2 - 4 | 3,650,307
129  | Templar          | 2 - 4 | 3,367,153
130  | Home             | 3 - 3 | 3,364,074
131  | Intoners         | 2 - 4 | 3,353,074
132  | BirdHaus         | 2 - 4 | 3,270,163
133  | Apostles         | 2 - 4 | 3,160,656
134  | Gracze           | 2 - 4 | 3,028,575
135  | Rosen            | 2 - 4 | 2,987,559
136  | GrimSky          | 2 - 4 | 2,882,572
137  | TwilightRoses    | 2 - 4 | 2,873,305
138  | Branch-C         | 1 - 5 | 2,794,840
139  | Intoners         | 2 - 4 | 2,759,401
140  | Golem            | 2 - 4 | 2,655,756
141  | |WesT|           | 2 - 4 | 2,598,033
142  | ParasitĘ         | 2 - 4 | 2,417,977
143  | Fantasia         | 1 - 5 | 2,342,699
144  | Madness          | 2 - 4 | 2,216,626
145  | Homura           | 1 - 5 | 2,106,558
146  | Astra            | 2 - 4 | 2,048,534
147  | ScarletDeath     | 1 - 5 | 1,734,651
148  | Maidens          | 1 - 5 | 1,428,435
149  | Tortilla         | 1 - 5 | 1,371,644
150  | Dooskimata       | 1 - 5 | 1,251,231
151  | YorHa            | 1 - 5 | 915,230
152  | Vovoye!          | 0 - 6 | 384,274
153  | The_Void         | 0 - 6 | 57,774
