Rank | Name             | W - L | Lifeforce
108  | Fidelis          | 2 - 3 | 4,537,111
109  | loss.jpg         | 2 - 3 | 4,504,283
110  | Ragnarök         | 1 - 4 | 4,419,351
111  | Lolicon          | 2 - 3 | 4,292,582
112  | Chaldea          | 1 - 4 | 4,263,137
113  | Unknown          | 2 - 3 | 4,254,222
114  | Revenant         | 2 - 3 | 4,231,748
115  | Slayer's         | 2 - 3 | 4,220,316
116  | Nacre            | 2 - 3 | 4,205,625
117  | Babel            | 2 - 3 | 3,979,472
118  | Midgard          | 2 - 3 | 3,814,297
119  | Yakuza           | 2 - 3 | 3,770,894
120  | Grimm            | 2 - 3 | 3,738,598
121  | Dystopia         | 2 - 3 | 3,712,819
122  | YumeNoKoe        | 1 - 4 | 3,528,310
123  | Valhalla         | 2 - 3 | 3,423,761
124  | SaPE             | 2 - 3 | 3,308,806
125  | SoulWar          | 2 - 3 | 3,304,292
126  | Valhöll          | 2 - 3 | 3,158,398
127  | Solis            | 3 - 2 | 3,043,452
128  | Catharsis        | 3 - 2 | 3,017,678
129  | Outlanders       | 2 - 3 | 2,922,178
130  | Epitaph•         | 2 - 3 | 2,889,193
131  | Skario           | 2 - 3 | 2,884,091
132  | TheCrew          | 2 - 3 | 2,847,232
133  | TeaParty         | 2 - 3 | 2,805,435
134  | Reveries         | 2 - 3 | 2,790,652
135  | MopTales         | 2 - 3 | 2,684,025
136  | DragVanish       | 2 - 3 | 2,606,749
137  | SharkNTS         | 2 - 3 | 2,533,865
138  | Watchers         | 2 - 3 | 2,520,247
139  | Divas            | 2 - 3 | 2,498,749
140  | Star-Alliance    | 2 - 3 | 2,315,693
141  | Fallens          | 2 - 3 | 2,203,585
142  | Flemme           | 2 - 3 | 2,174,267
143  | SINrne           | 2 - 3 | 2,141,079
144  | Betelgeuse       | 2 - 3 | 2,081,444
145  | All-Icers        | 2 - 3 | 1,981,600
146  | Oops             | 2 - 3 | 1,976,262
147  | Adam             | 2 - 3 | 1,829,292
148  | NieR             | 2 - 3 | 1,644,365
149  | Ye               | 2 - 3 | 1,584,956
150  | Druffis          | 1 - 4 | 1,560,965
151  | Hades            | 1 - 4 | 1,543,692
152  | Zetsubou         | 2 - 3 | 1,515,493
153  | Mylar            | 1 - 4 | 1,459,444
154  | Dankness         | 1 - 4 | 1,321,517
155  | Spark            | 1 - 4 | 1,276,964
156  | SoS              | 1 - 4 | 1,200,078
157  | Wndrlnd          | 1 - 4 | 1,064,689
158  | Symphogear!!     | 1 - 4 | 1,012,736
159  | SHADOW           | 1 - 4 | 939,017
160  | K-on             | 1 - 4 | 752,298
161  | Redlily          | 1 - 4 | 554,576
162  | DragNir          | 0 - 5 | 71,504
163  | Atrium           | 0 - 5 | 20,488
164  | Ventura          | 0 - 5 | 6,314
