Rank | Name             | W - L | Lifeforce
44   | Library          | 3 - 2 | 7,770,084
45   | Scythe           | 3 - 2 | 7,681,975
46   | Grimms_Requiem   | 3 - 2 | 7,461,987
47   | Gatorland        | 3 - 2 | 7,366,823
48   | LePilier         | 2 - 3 | 7,286,972
49   | Hysteria         | 2 - 3 | 7,276,447
50   | BlackBox         | 2 - 3 | 7,192,656
51   | Scriptor         | 3 - 2 | 7,184,895
52   | OBDS             | 2 - 3 | 7,171,918
53   | YoRHa            | 3 - 2 | 7,024,324
54   | Discord          | 3 - 2 | 6,958,936
55   | Twilight         | 2 - 3 | 6,923,048
56   | Sylaise          | 2 - 3 | 6,920,031
57   | Yubi             | 2 - 3 | 6,910,642
58   | Blargh!          | 2 - 3 | 6,818,629
59   | Ram☆Ranch        | 2 - 3 | 6,806,734
60   | Waifus♡          | 3 - 2 | 6,609,779
61   | Grimoire         | 2 - 3 | 6,565,267
62   | GLUTTONY         | 3 - 2 | 6,520,504
63   | MidnightSnacks   | 3 - 2 | 6,507,397
64   | AllStars         | 3 - 2 | 6,444,579
65   | RedHood          | 2 - 3 | 6,394,496
66   | Sky              | 3 - 2 | 6,296,581
67   | Crux             | 3 - 2 | 6,233,097
68   | Simylac          | 3 - 2 | 6,206,176
69   | RIDENAYA         | 3 - 2 | 5,967,098
70   | Oblivion         | 2 - 3 | 5,852,565
71   | Tenebris         | 3 - 2 | 5,840,692
72   | CosmoCon         | 2 - 3 | 5,546,853
73   | Astraea          | 3 - 2 | 5,359,361
74   | TeaParty         | 2 - 3 | 5,355,478
75   | Sleepers         | 3 - 2 | 5,301,450
76   | TowerOfGod       | 3 - 2 | 5,267,831
77   | YoRHa            | 2 - 3 | 5,212,611
78   | Anime4Life       | 2 - 3 | 5,203,957
79   | 4Taro            | 2 - 3 | 5,196,003
80   | Vermouth         | 2 - 3 | 5,108,085
81   | Astra            | 2 - 3 | 5,073,806
82   | FreshSuh-Lammy   | 3 - 2 | 4,891,897
83   | Juicy            | 2 - 3 | 4,719,072
84   | Intoners         | 3 - 2 | 4,717,010
85   | Walhalla         | 2 - 3 | 4,584,100
86   | MasochistPhoenix | 2 - 3 | 4,576,214
87   | Potatoes         | 2 - 3 | 4,330,141
88   | Moonlit⭐         | 2 - 3 | 4,281,129
89   | Stérimar         | 3 - 2 | 4,239,385
90   | BlueRose         | 2 - 3 | 4,189,014
91   | ALICE            | 2 - 3 | 4,046,666
92   | plitor           | 2 - 3 | 4,018,585
93   | CerealKillerClub | 1 - 4 | 3,997,259
94   | Dragoonn         | 2 - 3 | 3,957,629
95   | Seafoam          | 2 - 3 | 3,827,209
96   | Hysteria         | 2 - 3 | 3,699,875
97   | Lunaria          | 2 - 3 | 3,606,993
98   | EclataxX         | 1 - 4 | 3,571,052
99   | Rice             | 2 - 3 | 3,521,942
100  | DayDream         | 2 - 3 | 3,434,743
101  | Stacia‘s•Gnade   | 2 - 3 | 3,204,661
102  | Wonderland       | 2 - 3 | 3,151,995
103  | Dark_Knights     | 2 - 3 | 3,117,444
104  | FauxAmis         | 2 - 3 | 3,020,229
105  | Raven's          | 2 - 3 | 2,890,760
106  | Lesouper         | 2 - 3 | 2,733,639
107  | ΣΟΑ              | 2 - 3 | 2,651,771
108  | AiWS             | 2 - 3 | 2,475,698
109  | Fliedam          | 2 - 3 | 2,445,384
110  | Pandora          | 2 - 3 | 2,291,556
111  | BlueDrag         | 2 - 3 | 2,234,828
112  | DaLads           | 2 - 3 | 2,146,384
113  | Seraphic_Chaos   | 1 - 4 | 2,125,846
114  | Slackers         | 1 - 4 | 2,091,650
115  | Ardent           | 2 - 3 | 1,965,182
116  | Gaymers          | 2 - 3 | 1,882,136
117  | Leagu3ofNON3     | 2 - 3 | 1,787,062
118  | YoRHa:1.2247448  | 1 - 4 | 1,640,366
119  | Nihilium         | 1 - 4 | 1,609,559
120  | AROOOGA          | 1 - 4 | 1,596,549
121  | Pandemonium      | 1 - 4 | 1,048,070
122  | Quills           | 1 - 4 | 937,281
123  | Moostrax         | 0 - 5 | 841,404
124  | AFKguild         | 0 - 5 | 99,554
