Rank | Name             | W - L | Lifeforce
98   | .izakaya         | 0 - 1 | 947,209
99   | DemonSoul's      | 1 - 0 | 928,376
100  | Valkyrie         | 0 - 1 | 926,783
101  | Golden•Dawn      | 0 - 1 | 917,069
102  | Pusheen          | 1 - 0 | 904,357
103  | Persona          | 0 - 1 | 890,724
104  | RE:CDE           | 0 - 1 | 862,342
105  | GachaElite       | 0 - 1 | 812,364
106  | AnkhMorpork      | 0 - 1 | 759,180
107  | FringePhatoms    | 0 - 1 | 748,590
108  | Intoners         | 0 - 1 | 722,380
109  | Lunar日食          | 0 - 1 | 719,637
110  | Sino/Fgo         | 0 - 1 | 708,423
111  | Re;Quest         | 0 - 1 | 695,874
112  | Thigh.Highs&GB   | 0 - 1 | 648,041
113  | OwO              | 0 - 1 | 611,538
114  | ExileAngels      | 0 - 1 | 597,100
115  | 『StrangelyBad』   | 0 - 1 | 592,400
116  | Xel'Naga         | 0 - 1 | 579,667
117  | Aiseiri          | 0 - 1 | 549,839
118  | Kaguya           | 0 - 1 | 496,774
119  | Replicants       | 0 - 1 | 473,164
120  | 7SinCult         | 0 - 1 | 462,891
121  | Ragnarok         | 0 - 1 | 396,596
122  | SinoPake         | 0 - 1 | 394,248
123  | SonsOfAnarchy    | 0 - 1 | 390,499
124  | Bloodlust        | 0 - 1 | 355,767
125  | YoRHa            | 0 - 1 | 343,727
126  | Choco            | 0 - 1 | 325,770
127  | Somnus           | 0 - 1 | 319,659
128  | Replicant        | 0 - 1 | 303,073
129  | ╬MatureBearsメ    | 0 - 1 | 286,790
130  | Euthalia         | 0 - 1 | 271,805
131  | Lunaris          | 0 - 1 | 233,288
132  | CoM              | 0 - 1 | 201,287
133  | Infernum         | 0 - 1 | 197,471
134  | YoRHa            | 0 - 1 | 196,866
135  | SINoMEX          | 0 - 1 | 150,574
136  | Lemonade         | 0 - 1 | 150,023
137  | Quetzalcóatl     | 0 - 1 | 117,476
138  | KoS              | 0 - 1 | 95,046
139  | Neptune’sDevout  | 0 - 1 | 85,687
140  | Mochi            | 0 - 1 | 71,855
141  | Wantasm          | 0 - 1 | 67,861
142  | Gestalts         | 0 - 1 | 63,951
143  | Yormn's          | 0 - 1 | 55,461
144  | Forsaken         | 0 - 1 | 36,549
145  | Rubrum           | 0 - 1 | 28,212
146  | Chesire          | 0 - 1 | 25,195
147  | Bunbuns          | 0 - 1 | 15,405
148  | YNotGuild        | 0 - 1 | 5,374
149  | Tragedia         | 0 - 1 | 4,840
